gt,eid,uid,cid0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,N6VfcQKJLUZoxIM1PCkn32fobyqpyETo,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,27,4,0,8,0,0,13,5,0,0,13,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,17,2
1,7xTg3MyecWxRsNtgM8WsZp4x2KuJccBX,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
0,uj6NI1xikJKmYtrSvOvp2gjQGnklt0N8,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,7,44,22,12,8,4,18,0,0,0,0,0,16,0,7,0,0,10,0,0,0,0,0,0,0,0,0,13,0
1,2fqSxqAVilSfIg4sQ6fD6J1JY6ZshTCe,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,18,0,5,0,6,0,0,0,32,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0
1,Bb34n27f3DxKv457XMHQaAYEMfgVxlW0,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,2,0,0,0,0,0,24,0,0,0,0,0,0,19,0,0,18,0,0,0,0,0,0,0,0,0,0,67,0
0,Ecxkox9cBNw9DlXWEeDlSJP4O73ORQaY,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,9,0
0,hGRsAtrDXcgCObVXPjFeCVGCoNSaOPeW,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,13,0,22,0,19,0,0,4,0,0,11,0,0,0,0,0,0,5,4,0,0,0,4,0,5,0,19,111
1,3BjSnXGpI5SNr82ahLnA2wkQ5Isu4myG,mTmmr5zd8l4wXhwiULwjSmSbi9ktcFmV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,skJn7dtfSekFrPHRHs9swZ9AtSUKi36u,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,0,0,1,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0
0,V5vM1RuzvnZ3i2yrc9Xv2yn3OuMTEO6b,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,19,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,48,0,0,0,0,0,7,0,0,0,20,0
0,S0ceArKxz7ry3ay4GYzlq6DGUnG2Mdq0,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,11,18,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,1,42
1,FBeiNVm5vvtlBMX4QEFdLTQBj6KSFAd5,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,yNC8T7gdWO96Y2q3tzTQeJUMY0F51xnO,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,6,6,23,6,9,4,9,10,5,7,0,5,0,0,0,0,36,0,0,0,0,0,0,39,5,4,0
1,yvD0Nz5opCTF1LRVqbZEAfslgCLS23uR,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,26,0,7,0
1,CXT3urKvwCIfBmuQmODRcZXAAAJs07Dk,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1,goQJXtRXsVqHXZs93yioAy5Gj8s95ARV,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,55,44
0,nLSyDmuwtZ9VcSdeL7kW6FG97w0wmm94,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,6,31,68,6,0,0,0,0,0,0,0,0,17,75,14
0,EBMQHva9lsULDK4s7iJrovR7inTeu6Ks,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,6,32
0,mv7p9UCRDkGh5bg3iSnHzLotCzR0DbKD,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,1,23,46,0,0,0,0,0,7,0,0,0,0,0,0,11,3,0,0,0,39,0,0,0,0,0,57,0,5,0
1,EPhfGvEoyJCSAcQjIkFsBlmil9YBWanv,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,2,1,28,95,18,41,8,2,0,0,0,0,0,0,20,0,15,0,0,0,0,0,0,0,5,0,0,0,83,0
1,VzpJhj3ep7bphed4xyB8GOLHFqdXCNq1,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,1YK5niFVxdrkZkpVKiUAXvX4KxKERyaz,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,7,9,0
0,sMXQ0lkwphZtOVOIVFSXKBg9Mbshvueh,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,31,4
0,LqJHHb7ReayQxj9ZXXk25IDB3625Z74K,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,66,16,0,21,3,0,0,0,8,0,0,0,7,0,36,4,0,8,0,0,0,0,0,17,0,1,0,8,103
0,iEonD1Dl1nzxhizjFBbUw2S3Jwuy3EIi,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,31,0,0,25,0,0,12,0,0,0,0,14,0,25,168,49,22,0,0,20,0,0,0,41,0,0,10,24
0,DqhHgZSliExrI2LmRxJAxegVdYUz0taQ,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,72
0,j2IXs63wI2oN4t2X3aqBcUAhK8ccZB8C,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,1,1,23,43,0,5,24,4,11,12,12,4,0,5,8,4,13,10,64,0,0,4,0,22,0,0,7,0,7,21
0,2cSJ49TBGERHwo1Ml29vDd5Owe7994fq,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,10,13,0,0,19,0,0,0,0,5,0,0,39,0,0,0,0,0,0,0,0,0,0,26,0
0,979PHlsnLj7fGUBEOVls6yVfgExSRWl0,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
1,SvayS3hRjiQUsZJZ3Z80XuRW7pnvNCGH,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,1,0,18,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,0
0,X8qfNjsHrwR5R67KkU9t7FXc6jQSGsyo,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,58,0,0,0,0,0,0,5,0,4,96,46,63,3,0,64,0,0,0,0,0,0,0,0,0,12,15
0,ts7gxS52MJ8xeq4ZgoYDEEVK8tqcrK43,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,109,28,5,49,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,11
1,3jfGnHrTCOQJB0p4W1Mkbid3uVH9oPWb,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
0,I91CCtQfetYUPwkEXIvTFBP6tbrp1spN,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,1,0,0,0,30,4,0,7,10,0,4,4,4,0,0,0,0,0,35,0,0,0,0,24,31,5,4,0,4,14
0,I91CCtQfetYUPwkEXIvTFBP6tbrp1spN,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,107,0,0,4,4,0,4,53,0,31,105,4,4,4,18,0,0,43,0,20,0,0,4,4,72,4,0,15,0,5
0,fY0uxi2rFKNgoTYTvIZdgXrk3XKUTjS3,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,14,0
0,Tx9mdfJFm8U2oxCetd5tq6koRripXrE7,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,4,38,4,0,0,7,0,5,0,0,5,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,3,0
1,AYNuelDhmzWFC5W3iFYn5MAcys9UDJ6y,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,3,32,22,0,0,0,0,0,0,0,14,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,23,36
0,y1x8e9Sqq47SjNlkaBvMyt0S6tF2mWwv,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,15,0,10,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,0,24,0,38,19,0
1,CE0RG1R9BsnYR68sZcEdfpQ3RBoQAI8l,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
0,OLR6kTUwDDyKtwHa7lbwDZgjckzB8iEB,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,3,16,0,42,34,34,0,63,0,0,0,8,0,0,0,10,0,137,0,0,0,0,0,20,0,0,0,4,0
0,BvffxX46vpsrzdz3BgWM6oxkgoUuLeGW,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,0,0,127,1,0,0,0,0,0,0,0,0,39,11,8,0,0,0,0,0,0,2,0,0,25,0,0,17,53,0
0,Tjq3uNSejjBt7LzGeb8HKOjMUVa7lblU,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,50
0,7TThYfyCRCrubmWYQiguJ3i3ufFK20sF,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,7,8,0,30,0,0,6,4,12,0,0,6,0,1,24,0,0,16,0,0,0,0,0,12,12,9,0,4,0
0,bZ87DREm44NV5nb92WOJnIkKSU4A3nd6,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6
0,C3qh0dVu3BDnfCwzU0OvRJdglgeOUrlg,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,9,0,11,47,59,0,0,8,0,0,0,0,0,0,1,6,0,42,99,30,26,0,0,0,0,0,38,99,8,0
1,ZVsvi9Hs3gwMngikgiUNz4ONY4BYnfbY,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0
0,H2LH84S2pB4lje5n7Jw3kSJGstLUDU7o,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,19,0,15,0,20,12,9,0,0,8,0,4,0,38,0,0,0,0,0,0,0,0,0,0,4,0
0,7Lwq9RtqaRmVWbNkAxmSvtdfrxxJrDYP,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
0,sr86cxeON0ufs9h4OiSSki0jEEpPNhRF,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,23,0,12,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34
0,wGDdwN0mDsxnYelM5XaEIdRbklNXLvGe,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,19,0
1,FFNcartxMZmOA5w3EnHwBUyYbcMYaw9G,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,14,0,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,udnRYxurswpE4GUZcnc80kafg0hn3fpz,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,11,17,43,0,0,0,20,0,4,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,11
0,VDczqRqblkMPJmrAoZEhPuTYAP3s4BVi,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,3,31,0,0,37,0,0,45,5,6,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,59,0
0,IXpBNvNyAVnPKtJ6Cz72QOA3m4e9Nil9,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,0,0,2,39,0,4,0,0,49,0,122,0,0,0,0,80,0,115,0,0,0,0,0,37,31,0,0,18,26,82
0,phZKknvLtktzxGbSqd3jYoZNzB4llO7e,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,13,12,3,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,66,0
1,sApH95kwlTdIi3RvuRD74A0dFhVPKais,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,7,13,0,0,3,0,0,0,0,3,0
0,hHMWlQ0APgDuuRl9GjNM39bixhg9axIo,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,41,19
1,MZOg0i4lNgekWBgWarGAI4hEpAfcHJ9b,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1,vlHmtLHxbw7S6zxC5oHlY3I9JCi1BY6K,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1,miUCWzSDYJSCwcAaaiZfAXLkUmhGFJqq,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1,XeXLRKhL1tlAXxElqSJMNggZeP11626N,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,29,0,0
0,kyVI8FBsq6KwFGlEPHdhTt8Yj4ncsQ3e,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,51,4,0,3,1,0,27,0,0,0,0,14,0
1,Aw4IDXePUvZHJziRsaCOUg8dgwu5BZXP,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1,4xtv9p8wwhk4wS2uliMVcSSrcOVedfJB,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,38HaiNGogMQZ7XFJyXto2il2akhOzypw,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,5,0,0,15,0,0,7,0,14,45,8,37,25,30,13,0,0,12,0,0,0,0,0,27,19,0,0,0,1,0
0,SHmlUgNk9MPVdcZ7Cn8s2iFXGP9J6KWU,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,118,6,186,0,0,6,0,0,0,0,0,81,0,10,7
0,38HaiNGogMQZ7XFJyXto2il2akhOzypw,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,0,0,0,0,0,0,0,12,13,47,70,4,0,23,0,0,8,4,0,0,0,0,24,0,0,0,0,9,0,0
1,CroAQPfUrBN2UPAYaBuOSPB8s8l2gAuC,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1,31vyfIUB5oY3VdVGvZTI0DC8UwuY7lxl,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,24,6,4,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,1,0
0,DlLiMWF3t2ouoZLQ2DOZ0noh9g1ImEr6,mTmmr5zd8l4wXhwiULwjSmSbi9ktcFmV,23,18,0,31,0,28,28,0,17,0,0,0,0,0,12,0,0,0,0,0,0,0,9,42,0,0,0,0,0,0
0,7vr8bolnbCncSZBoANzLpWjlVYbE4fBo,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,12,15,11,49,12,0,0,0,0,0,0,0,10,0,0,0,0,20,31
1,0BMqcSCMBRfqI6K1H3ZgywlJUzjdiTmZ,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1,vfxTkrGlbFfxC6BbsVcu0C1Uj2f3Pj72,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
0,IkxljxZ3aTOBMzBObzmH4bpLcxwZB82G,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,26,13,0,28,0,60,0,0,5,0,0,0,0,0,0,0,7,0
1,rkPJwcNppSDik1wkEP5KvBPrRKcBRMqi,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,xCjpMcUUR38rFwI6LVi9moe3PuSjGvgc,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,7,0
1,vnrCkUdxu0MXiny5iwDANMawPfZrkOPH,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1,2gXHY5qLgY96Nt3kImmboPawcy43EQXt,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,75
0,siZ9ZvoiP2tDAPE7BmZiVJP4OGiet2Zm,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,1,66,6,0,0,16,0,29,0,0,0,0,0,0,63,36,0,0,0,0,0,0,0,0,0,17,0,7,51
0,Vy4WRiZ6wqh3K0MhM76WnkqAwo2EzenE,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,9TMalSnVWX4CaZMqQqNElDPV7wfd7McM,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,7
0,khFWmwKbSLPoLe6xXaOUDOgKsUHYgYeC,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,10,0,0,0,0,55,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,30,0,6,34
1,Md9GKCl7Y0hFXhAHbt3CjsNWR6SChzRN,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,25,4,4,0,10,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,21,0
0,9mF1NfKEqztRL5KTNkJkmNTBR5NDpvhv,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0
0,1OumHKsYmUwGOynVExoLqhVjru46J4Cr,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,1,5,3,0,0,0,0,0,0,0,0,0,62,0,0,0,0,23,0,0,0,0,0,0,0,0,0,42,1
1,5eLv42QNHH4xOv2fRiDesiSc1hAZtDPF,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Y15jm5WjSbnA0yVIRG2neXYWODMYeSBO,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,1,21,4,7,0,7,0,0,8,4,0,7,7,0,0,25,0,4,0,0,0,0,25,0,0,6,0,9,26
1,AOjqu8OTCPaKqT40dsKKHuXenHhl1lM6,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0
1,3U6KXt42y6FXXGo0GSzuDgsIRbrKRXyc,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0
0,Me0EOLzonfKcyaaUD5LMjohldRGb6ytS,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,7,13,0,0,0,7,0,4,0,0,4,0,0,0,32,0,0,0,0,0,43,0,0,3,40
1,6d0wTeGZDr0ncgCyWQX4AMn46gB2ZbPz,mTmmr5zd8l4wXhwiULwjSmSbi9ktcFmV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1c7Cukk2MxZbKsBARUEyyKrdP5ZLxBnR,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,0,0,0,0,0,0,9,69,13,110,7,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,nC2FdBchCjfSu9An1OD8PQF3FearoiP2,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,33,0,0,0,0,29,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,90
1,5Q0YdJJ4cooU23V29plz0oii7Bl24kBN,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,11,0
1,SZ1Dps7XHlF6LX8F5UjfRiNZqGOPfABK,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,futHw5ylJYoore6oNuefdx05Xc1Es6E8,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,1,12,0,0,15,24,0,0,0,0,6,0,8,0,0,0,20,0,1,0,0,0,0,0,0,0,0,25,106
1,fvBkxM2DJtIwnw6Wev579YTWLJCPSIkZ,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,30,0
1,x6K6gEN1bi7EtUHqEXEFGztPxJcTq3NW,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0
0,VKDNE86ItuOpp2oVHDMGR3EPQG95zuXs,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,45,25,0,0,0,0,0,37,0,9,5,0,0,0,35,0,0,0,8,0,0,0,0,0,0,0,12,0,22,0
1,CeHkW43YFk9n9jgYvcA4TSUcxZb4rdJe,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
1,n6BphJhAHOGzVmyCEt3aewV8nmcl7E7b,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,LeM9PaeUEt6YxtDTcxg2tcMBc03CKGpH,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,9,0,10,7,0,0,43,0,0,0,0,4,0,0,0,7,37,69,8,13,0,38,0,0,0,8,6
1,rfOApTbQ4xF2665bHZIBhoJqQcTU6i9L,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,lFaXj3bQ9ZBWLIOVDpYrRJjCsHUus6OK,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,0,40,0,0,0,9,0
0,pbeowOro8GHn9HzYLjuYRmpr3gVMkOql,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,19,22,0,7,30
1,L50CznUPZXrrizGMyYwcQayFKBMeZJLf,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,JnzuVSzkKpxXI8eR1UJEYGiJZydRAqCq,81UZtt1JJwBFYMj5u38WNKCSVA4IJSDv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,43,0
0,Du4OhdznDw29gaWDeHXBUWRKyEVAbHaQ,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,86,126,207,64,23,0,0,0,0,39,89,0,0,0,0,0,0,95,0,0,0,228,122,0,0,0,0,15,0,0
0,XVDb9H5Pu5RcveZQUtB2uYNi9gcWY9Ky,Er0RFawC4sHagDmmQZcBGBrzamLQcblZ,31,119,0,0,0,0,0,22,0,58,0,0,0,0,0,0,4,0,26,0,0,0,0,0,0,0,0,64,21,0
0,GxWg4h8gAiKctUf8VxaJMnstU2gEPNkZ,5Gyp41oLVo7Gg7vF4vpmggWP5MU70QO6,0,0,0,0,0,0,0,0,0,0,0,0,16,42,68,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
